SITE;MUNICIPALITY;STATE;LAT_Y_POINT;LONG_X_POINT;LAND_USE_surrounding_100m;COL_END_YR;ORDER;FAMILY;GENUS;SPECIES;OCCUR;NUMBER_OF_RECORDS
MT02;Juruena;MT;-9.08553;-57.80686;Forest;2015;Cichliformes;Cichlidae;Aequidens;Aequidens epae;1;2
MT03;Juruena;MT;-9.07719;-57.803;Forest;2015;Cichliformes;Cichlidae;Aequidens;Aequidens epae;1;2
MT07;Juruena;MT;-9.04492;-57.89153;Forest;2015;Cichliformes;Cichlidae;Aequidens;Aequidens epae;1;1
MT06;Juruena;MT;-9.05692;-57.78003;Forest;2015;Siluriformes;Loricariidae;Ancistrus;Ancistrus verecundus;1;1
MT09;Juruena;MT;-9.05783;-57.78564;Forest;2015;Siluriformes;Loricariidae;Ancistrus;Ancistrus verecundus;1;1
MT10;Juruena;MT;-9.03733;-57.76689;Forest;2015;Siluriformes;Loricariidae;Ancistrus;Ancistrus verecundus;1;1
MT04;Juruena;MT;-9.02458;-57.75397;Forest;2015;Characiformes;Characidae;Astyanax;Astyanax gr. bimaculatus;1;4
MT06;Juruena;MT;-9.05692;-57.78003;Forest;2015;Characiformes;Characidae;Astyanax;Astyanax gr. bimaculatus;1;9
MT09;Juruena;MT;-9.05783;-57.78564;Forest;2015;Characiformes;Characidae;Astyanax;Astyanax gr. bimaculatus;1;3
MT07;Juruena;MT;-9.04492;-57.89153;Forest;2015;Gymnotiformes;Hypopomidae;Brachypopomus;Brachyhypopomus beebei;1;1
MT07;Juruena;MT;-9.04492;-57.89153;Forest;2015;Gymnotiformes;Hypopomidae;Brachypopomus;Brachyhypopomus brevirostris;1;1
MT02;Juruena;MT;-9.08553;-57.80686;Forest;2015;Siluriformes;Callichthyidae;Callichthys;Callichthys callichthys;1;1
MT04;Juruena;MT;-9.02458;-57.75397;Forest;2015;Siluriformes;Callichthyidae;Callichthys;Callichthys callichthys;1;1
MT10;Juruena;MT;-9.03733;-57.76689;Forest;2015;Siluriformes;Callichthyidae;Callichthys;Callichthys callichthys;1;1
MT02;Juruena;MT;-9.08553;-57.80686;Forest;2015;Characiformes;Crenuchidae;Characidium;Characidium zebra;1;1
MT10;Juruena;MT;-9.03733;-57.76689;Forest;2015;Cichliformes;Cichlidae;Crenicichla;Crenicichla inpa;1;1
MT02;Juruena;MT;-9.08553;-57.80686;Forest;2015;Gymnotiformes; Sternopygidae;Eigenmannia ;Eigenmannia aff. trilineata;1;5
MT07;Juruena;MT;-9.04492;-57.89153;Forest;2015;Gymnotiformes; Sternopygidae;Eigenmannia ;Eigenmannia aff. trilineata;1;2
MT02;Juruena;MT;-9.08553;-57.80686;Forest;2015;Characiformes;Erythrinidae;Erythrinus;Erythrinus?erythrinus;1;19
MT03;Juruena;MT;-9.07719;-57.803;Forest;2015;Characiformes;Erythrinidae;Erythrinus;Erythrinus?erythrinus;1;4
MT04;Juruena;MT;-9.02458;-57.75397;Forest;2015;Characiformes;Erythrinidae;Erythrinus;Erythrinus?erythrinus;1;12
MT06;Juruena;MT;-9.05692;-57.78003;Forest;2015;Characiformes;Erythrinidae;Erythrinus;Erythrinus?erythrinus;1;11
MT07;Juruena;MT;-9.04492;-57.89153;Forest;2015;Characiformes;Erythrinidae;Erythrinus;Erythrinus?erythrinus;1;9
MT09;Juruena;MT;-9.05783;-57.78564;Forest;2015;Characiformes;Erythrinidae;Erythrinus;Erythrinus?erythrinus;1;17
MT10;Juruena;MT;-9.03733;-57.76689;Forest;2015;Characiformes;Erythrinidae;Erythrinus;Erythrinus?erythrinus;1;6
MT03;Juruena;MT;-9.07719;-57.803;Forest;2015;Gymnotiformes;Gymnotidae;Gymnotus;Gymnotus carapo;1;1
MT04;Juruena;MT;-9.02458;-57.75397;Forest;2015;Gymnotiformes;Gymnotidae;Gymnotus;Gymnotus carapo;1;1
MT06;Juruena;MT;-9.05692;-57.78003;Forest;2015;Gymnotiformes;Gymnotidae;Gymnotus;Gymnotus carapo;1;3
MT07;Juruena;MT;-9.04492;-57.89153;Forest;2015;Gymnotiformes;Gymnotidae;Gymnotus;Gymnotus carapo;1;5
MT09;Juruena;MT;-9.05783;-57.78564;Forest;2015;Gymnotiformes;Gymnotidae;Gymnotus;Gymnotus carapo;1;2
MT10;Juruena;MT;-9.03733;-57.76689;Forest;2015;Gymnotiformes;Gymnotidae;Gymnotus;Gymnotus carapo;1;3
MT02;Juruena;MT;-9.08553;-57.80686;Forest;2015;Characiformes;Characidae;Hemigrammus;Hemigrammus sp.1;1;6
MT03;Juruena;MT;-9.07719;-57.803;Forest;2015;Characiformes;Characidae;Hemigrammus;Hemigrammus sp.1;1;1
MT07;Juruena;MT;-9.04492;-57.89153;Forest;2015;Characiformes;Characidae;Hemigrammus;Hemigrammus sp.1;1;23
MT07;Juruena;MT;-9.04492;-57.89153;Forest;2015;Characiformes;Erythrinidae;Hoplias;Hoplias malabaricus;1;2
MT02;Juruena;MT;-9.08553;-57.80686;Forest;2015;Characiformes;Characidae;Jupiaba;Jupiaba pirana;1;1
MT04;Juruena;MT;-9.02458;-57.75397;Forest;2015;Characiformes;Characidae;Knodus;Knodus sp.1;1;4
MT06;Juruena;MT;-9.05692;-57.78003;Forest;2015;Characiformes;Characidae;Knodus;Knodus sp.1;1;21
MT09;Juruena;MT;-9.05783;-57.78564;Forest;2015;Characiformes;Characidae;Knodus;Knodus sp.1;1;1
MT10;Juruena;MT;-9.03733;-57.76689;Forest;2015;Characiformes;Characidae;Knodus;Knodus sp.1;1;30
MT02;Juruena;MT;-9.08553;-57.80686;Forest;2015;Characiformes;Lebiasinidae;Lebiasina;Lebiasina sp1;1;13
MT04;Juruena;MT;-9.02458;-57.75397;Forest;2015;Characiformes;Lebiasinidae;Lebiasina;Lebiasina sp1;1;3
MT10;Juruena;MT;-9.03733;-57.76689;Forest;2015;Characiformes;Lebiasinidae;Lebiasina;Lebiasina sp1;1;21
MT02;Juruena;MT;-9.08553;-57.80686;Forest;2015;Characiformes;Lebiasinidae;Lebiasina;Lebiasina sp2;1;9
MT04;Juruena;MT;-9.02458;-57.75397;Forest;2015;Characiformes;Lebiasinidae;Lebiasina;Lebiasina sp2;1;4
MT02;Juruena;MT;-9.08553;-57.80686;Forest;2015;Characiformes;Characidae;Moenkhausia;Moenkhausia oligolepis;1;16
MT03;Juruena;MT;-9.07719;-57.803;Forest;2015;Characiformes;Characidae;Moenkhausia;Moenkhausia oligolepis;1;1
MT07;Juruena;MT;-9.04492;-57.89153;Forest;2015;Characiformes;Characidae;Moenkhausia;Moenkhausia oligolepis;1;1
MT10;Juruena;MT;-9.03733;-57.76689;Forest;2015;Characiformes;Characidae;Moenkhausia;Moenkhausia oligolepis;1;1
MT03;Juruena;MT;-9.07719;-57.803;Forest;2015;Siluriformes;Heptapteridae;Pimelodella;Pimelodella cristata;1;1
MT02;Juruena;MT;-9.08553;-57.80686;Forest;2015;Synbranchiformes;Synbranchidae;Synbranchus;Synbranchus marmoratus;1;1
MT04;Juruena;MT;-9.02458;-57.75397;Forest;2015;Synbranchiformes;Synbranchidae;Synbranchus;Synbranchus marmoratus;1;1
MT06;Juruena;MT;-9.05692;-57.78003;Forest;2015;Synbranchiformes;Synbranchidae;Synbranchus;Synbranchus marmoratus;1;7
MT09;Juruena;MT;-9.05783;-57.78564;Forest;2015;Synbranchiformes;Synbranchidae;Synbranchus;Synbranchus marmoratus;1;1
DCK01;Manaus;AM;-2.93598;-59.95326;Forest;2015;Cichliformes;Cichlidae;Aequidens;Aequidens pallidus;1;5
DCK02;Manaus;AM;-2.94467;-59.95609;Forest;2015;Cichliformes;Cichlidae;Aequidens;Aequidens pallidus;1;1
DCK03;Manaus;AM;-2.94514;-59.95856;Forest;2015;Cichliformes;Cichlidae;Aequidens;Aequidens pallidus;1;12
DCK04;Manaus;AM;-2.94097;-59.93602;Forest;2015;Cichliformes;Cichlidae;Aequidens;Aequidens pallidus;1;12
DCK05;Manaus;AM;-2.9306;-59.93124;Forest;2015;Cichliformes;Cichlidae;Aequidens;Aequidens pallidus;1;13
DCK06;Manaus;AM;-2.98905;-59.9564;Forest;2015;Cichliformes;Cichlidae;Aequidens;Aequidens pallidus;1;6
DCK07;Manaus;AM;-2.98608;-59.93711;Forest;2015;Cichliformes;Cichlidae;Aequidens;Aequidens pallidus;1;11
DCK08;Manaus;AM;-2.99514;-59.92871;Forest;2015;Cichliformes;Cichlidae;Aequidens;Aequidens pallidus;1;31
DCK09;Manaus;AM;-2.97711;-59.9525;Forest;2015;Cichliformes;Cichlidae;Aequidens;Aequidens pallidus;1;4
DCK10;Manaus;AM;-2.97305;-59.94162;Forest;2015;Cichliformes;Cichlidae;Aequidens;Aequidens pallidus;1;9
DCK05;Manaus;AM;-2.9306;-59.93124;Forest;2015;Cyprinodontiformes;Rivulidae;Anablepsoides;Anablepsoides micropus;1;1
DCK07;Manaus;AM;-2.98608;-59.93711;Forest;2015;Cyprinodontiformes;Rivulidae;Anablepsoides;Anablepsoides micropus;1;1
DCK09;Manaus;AM;-2.97711;-59.9525;Forest;2015;Cyprinodontiformes;Rivulidae;Anablepsoides;Anablepsoides micropus;1;2
DCK01;Manaus;AM;-2.93598;-59.95326;Forest;2015;Cyprinodontiformes;Rivulidae;Anablepsoides;Anablepsoides ornatus;1;2
DCK02;Manaus;AM;-2.94467;-59.95609;Forest;2015;Cyprinodontiformes;Rivulidae;Anablepsoides;Anablepsoides ornatus;1;1
DCK03;Manaus;AM;-2.94514;-59.95856;Forest;2015;Cyprinodontiformes;Rivulidae;Anablepsoides;Anablepsoides ornatus;1;4
DCK06;Manaus;AM;-2.98905;-59.9564;Forest;2015;Cyprinodontiformes;Rivulidae;Anablepsoides;Anablepsoides ornatus;1;1
DCK07;Manaus;AM;-2.98608;-59.93711;Forest;2015;Cyprinodontiformes;Rivulidae;Anablepsoides;Anablepsoides ornatus;1;7
DCK08;Manaus;AM;-2.99514;-59.92871;Forest;2015;Cyprinodontiformes;Rivulidae;Anablepsoides;Anablepsoides ornatus;1;2
DCK09;Manaus;AM;-2.97711;-59.9525;Forest;2015;Cyprinodontiformes;Rivulidae;Anablepsoides;Anablepsoides ornatus;1;1
DCK02;Manaus;AM;-2.94467;-59.95609;Forest;2015;Characiformes;Iguanodectidae;Bryconops;Bryconops cf. caudomaculatus;1;1
DCK01;Manaus;AM;-2.93598;-59.95326;Forest;2015;Characiformes;Iguanodectidae;Bryconops;Bryconops inpai;1;1
DCK09;Manaus;AM;-2.97711;-59.9525;Forest;2015;Characiformes;Iguanodectidae;Bryconops;Bryconops sp1;1;9
DCK09;Manaus;AM;-2.97711;-59.9525;Forest;2015;Characiformes;Lebiasinidae;Copella;Copella nattereri;1;25
DCK01;Manaus;AM;-2.93598;-59.95326;Forest;2015;Characiformes;Crenuchidae;Crenuchus;Crenuchus?spilurus?;1;6
DCK04;Manaus;AM;-2.94097;-59.93602;Forest;2015;Characiformes;Crenuchidae;Crenuchus;Crenuchus?spilurus?;1;6
DCK05;Manaus;AM;-2.9306;-59.93124;Forest;2015;Characiformes;Crenuchidae;Crenuchus;Crenuchus?spilurus?;1;7
DCK06;Manaus;AM;-2.98905;-59.9564;Forest;2015;Characiformes;Crenuchidae;Crenuchus;Crenuchus?spilurus?;1;1
DCK07;Manaus;AM;-2.98608;-59.93711;Forest;2015;Characiformes;Crenuchidae;Crenuchus;Crenuchus?spilurus?;1;1
DCK09;Manaus;AM;-2.97711;-59.9525;Forest;2015;Siluriformes;Cetopsidae;Denticetopsis;Denticetopsis seducta;1;1
DCK03;Manaus;AM;-2.94514;-59.95856;Forest;2015;Characiformes;Erythrinidae;Erythrinus;Erythrinus?erythrinus;1;3
DCK04;Manaus;AM;-2.94097;-59.93602;Forest;2015;Characiformes;Erythrinidae;Erythrinus;Erythrinus?erythrinus;1;3
DCK05;Manaus;AM;-2.9306;-59.93124;Forest;2015;Characiformes;Erythrinidae;Erythrinus;Erythrinus?erythrinus;1;3
DCK06;Manaus;AM;-2.98905;-59.9564;Forest;2015;Characiformes;Erythrinidae;Erythrinus;Erythrinus?erythrinus;1;1
DCK08;Manaus;AM;-2.99514;-59.92871;Forest;2015;Characiformes;Erythrinidae;Erythrinus;Erythrinus?erythrinus;1;7
DCK10;Manaus;AM;-2.97305;-59.94162;Forest;2015;Characiformes;Erythrinidae;Erythrinus;Erythrinus?erythrinus;1;1
DCK02;Manaus;AM;-2.94467;-59.95609;Forest;2015;Gymnotiformes;Gymnotidae;Gymnotus;Gymnotus coropinae;1;1
DCK04;Manaus;AM;-2.94097;-59.93602;Forest;2015;Gymnotiformes;Gymnotidae;Gymnotus;Gymnotus coropinae;1;1
DCK09;Manaus;AM;-2.97711;-59.9525;Forest;2015;Gymnotiformes;Gymnotidae;Gymnotus;Gymnotus coropinae;1;1
DCK01;Manaus;AM;-2.93598;-59.95326;Forest;2015;Gymnotiformes;Gymnotidae;Gymnotus;Gymnotus pedanopterus;1;2
DCK09;Manaus;AM;-2.97711;-59.9525;Forest;2015;Gymnotiformes;Gymnotidae;Gymnotus;Gymnotus pedanopterus;1;4
DCK10;Manaus;AM;-2.97305;-59.94162;Forest;2015;Gymnotiformes;Gymnotidae;Gymnotus;Gymnotus pedanopterus;1;2
DCK01;Manaus;AM;-2.93598;-59.95326;Forest;2015;Siluriformes;Cetopsidae;Helogenes;Helogenes marmoratus;1;3
DCK03;Manaus;AM;-2.94514;-59.95856;Forest;2015;Siluriformes;Cetopsidae;Helogenes;Helogenes marmoratus;1;3
DCK05;Manaus;AM;-2.9306;-59.93124;Forest;2015;Siluriformes;Cetopsidae;Helogenes;Helogenes marmoratus;1;1
DCK06;Manaus;AM;-2.98905;-59.9564;Forest;2015;Siluriformes;Cetopsidae;Helogenes;Helogenes marmoratus;1;1
DCK07;Manaus;AM;-2.98608;-59.93711;Forest;2015;Siluriformes;Cetopsidae;Helogenes;Helogenes marmoratus;1;1
DCK09;Manaus;AM;-2.97711;-59.9525;Forest;2015;Siluriformes;Cetopsidae;Helogenes;Helogenes marmoratus;1;1
DCK02;Manaus;AM;-2.94467;-59.95609;Forest;2015;Characiformes;Characidae;Hemigrammus;Hemigrammus cf. pretoensis;1;6
DCK03;Manaus;AM;-2.94514;-59.95856;Forest;2015;Characiformes;Characidae;Hemigrammus;Hemigrammus cf. pretoensis;1;18
DCK06;Manaus;AM;-2.98905;-59.9564;Forest;2015;Characiformes;Characidae;Hemigrammus;Hemigrammus cf. pretoensis;1;1
DCK07;Manaus;AM;-2.98608;-59.93711;Forest;2015;Characiformes;Characidae;Hemigrammus;Hemigrammus cf. pretoensis;1;8
DCK08;Manaus;AM;-2.99514;-59.92871;Forest;2015;Characiformes;Characidae;Hemigrammus;Hemigrammus cf. pretoensis;1;11
DCK10;Manaus;AM;-2.97305;-59.94162;Forest;2015;Characiformes;Characidae;Hemigrammus;Hemigrammus cf. pretoensis;1;27
DCK09;Manaus;AM;-2.97711;-59.9525;Forest;2015;Characiformes;Erythrinidae;Hoplias;Hoplias malabaricus;1;1
DCK10;Manaus;AM;-2.97305;-59.94162;Forest;2015;Characiformes;Erythrinidae;Hoplias;Hoplias malabaricus;1;1
DCK01;Manaus;AM;-2.93598;-59.95326;Forest;2015;Characiformes;Characidae;Hyphessobrycon;Hyphessobrycon aff. melazonatus;1;1
DCK02;Manaus;AM;-2.94467;-59.95609;Forest;2015;Characiformes;Characidae;Hyphessobrycon;Hyphessobrycon aff. melazonatus;1;1
DCK03;Manaus;AM;-2.94514;-59.95856;Forest;2015;Characiformes;Characidae;Hyphessobrycon;Hyphessobrycon aff. melazonatus;1;1
DCK04;Manaus;AM;-2.94097;-59.93602;Forest;2015;Characiformes;Characidae;Hyphessobrycon;Hyphessobrycon aff. melazonatus;1;4
DCK05;Manaus;AM;-2.9306;-59.93124;Forest;2015;Characiformes;Characidae;Hyphessobrycon;Hyphessobrycon aff. melazonatus;1;1
DCK06;Manaus;AM;-2.98905;-59.9564;Forest;2015;Characiformes;Characidae;Hyphessobrycon;Hyphessobrycon aff. melazonatus;1;3
DCK07;Manaus;AM;-2.98608;-59.93711;Forest;2015;Characiformes;Characidae;Hyphessobrycon;Hyphessobrycon aff. melazonatus;1;4
DCK08;Manaus;AM;-2.99514;-59.92871;Forest;2015;Characiformes;Characidae;Hyphessobrycon;Hyphessobrycon aff. melazonatus;1;22
DCK09;Manaus;AM;-2.97711;-59.9525;Forest;2015;Characiformes;Characidae;Hyphessobrycon;Hyphessobrycon aff. melazonatus;1;19
DCK10;Manaus;AM;-2.97305;-59.94162;Forest;2015;Characiformes;Characidae;Hyphessobrycon;Hyphessobrycon aff. melazonatus;1;11
DCK02;Manaus;AM;-2.94467;-59.95609;Forest;2015;Characiformes;Crenuchidae;Microcharacidium;Microcharacidium eleotrioides;1;6
DCK03;Manaus;AM;-2.94514;-59.95856;Forest;2015;Characiformes;Crenuchidae;Microcharacidium;Microcharacidium eleotrioides;1;19
DCK06;Manaus;AM;-2.98905;-59.9564;Forest;2015;Characiformes;Crenuchidae;Microcharacidium;Microcharacidium eleotrioides;1;30
DCK07;Manaus;AM;-2.98608;-59.93711;Forest;2015;Characiformes;Crenuchidae;Microcharacidium;Microcharacidium eleotrioides;1;74
DCK08;Manaus;AM;-2.99514;-59.92871;Forest;2015;Characiformes;Crenuchidae;Microcharacidium;Microcharacidium eleotrioides;1;74
DCK10;Manaus;AM;-2.97305;-59.94162;Forest;2015;Characiformes;Crenuchidae;Microcharacidium;Microcharacidium eleotrioides;1;63
DCK06;Manaus;AM;-2.98905;-59.9564;Forest;2015;Characiformes;Lebiasinidae;Nannostomus;Nannostomus marginatus;1;1
DCK08;Manaus;AM;-2.99514;-59.92871;Forest;2015;Characiformes;Lebiasinidae;Nannostomus;Nannostomus marginatus;1;1
DCK10;Manaus;AM;-2.97305;-59.94162;Forest;2015;Characiformes;Lebiasinidae;Nannostomus;Nannostomus marginatus;1;1
DCK06;Manaus;AM;-2.98905;-59.9564;Forest;2015;Characiformes;Crenuchidae;Poecilocharax;Poecilocharax weitzmani;1;65
DCK07;Manaus;AM;-2.98608;-59.93711;Forest;2015;Characiformes;Crenuchidae;Poecilocharax;Poecilocharax weitzmani;1;21
DCK09;Manaus;AM;-2.97711;-59.9525;Forest;2015;Characiformes;Crenuchidae;Poecilocharax;Poecilocharax weitzmani;1;1
DCK09;Manaus;AM;-2.97711;-59.9525;Forest;2015;Siluriformes;Trichomycteridae;Pygidianops;Pygidianops amphioxus;1;17
DCK01;Manaus;AM;-2.93598;-59.95326;Forest;2015;Characiformes;Lebiasinidae;Pyrrhulina;Pyrrhulina brevis;1;4
DCK02;Manaus;AM;-2.94467;-59.95609;Forest;2015;Characiformes;Lebiasinidae;Pyrrhulina;Pyrrhulina brevis;1;8
DCK03;Manaus;AM;-2.94514;-59.95856;Forest;2015;Characiformes;Lebiasinidae;Pyrrhulina;Pyrrhulina brevis;1;17
DCK04;Manaus;AM;-2.94097;-59.93602;Forest;2015;Characiformes;Lebiasinidae;Pyrrhulina;Pyrrhulina brevis;1;11
DCK05;Manaus;AM;-2.9306;-59.93124;Forest;2015;Characiformes;Lebiasinidae;Pyrrhulina;Pyrrhulina brevis;1;5
DCK06;Manaus;AM;-2.98905;-59.9564;Forest;2015;Characiformes;Lebiasinidae;Pyrrhulina;Pyrrhulina brevis;1;10
DCK07;Manaus;AM;-2.98608;-59.93711;Forest;2015;Characiformes;Lebiasinidae;Pyrrhulina;Pyrrhulina brevis;1;56
DCK08;Manaus;AM;-2.99514;-59.92871;Forest;2015;Characiformes;Lebiasinidae;Pyrrhulina;Pyrrhulina brevis;1;21
DCK09;Manaus;AM;-2.97711;-59.9525;Forest;2015;Characiformes;Lebiasinidae;Pyrrhulina;Pyrrhulina brevis;1;18
DCK10;Manaus;AM;-2.97305;-59.94162;Forest;2015;Characiformes;Lebiasinidae;Pyrrhulina;Pyrrhulina brevis;1;33
DCK09;Manaus;AM;-2.97711;-59.9525;Forest;2015;Siluriformes;Loricariidae;Rineloricaria;Rineloricaria lanceolata;1;4
DCK03;Manaus;AM;-2.94514;-59.95856;Forest;2015;Synbranchiformes;Synbranchidae;Synbranchus;Synbranchus marmoratus;1;1
DCK07;Manaus;AM;-2.98608;-59.93711;Forest;2015;Synbranchiformes;Synbranchidae;Synbranchus;Synbranchus marmoratus;1;2
DCK08;Manaus;AM;-2.99514;-59.92871;Forest;2015;Synbranchiformes;Synbranchidae;Synbranchus;Synbranchus marmoratus;1;3
CAX-D15;Melga?o;PA;-2.59322;-52.04217;Forest;2015;Siluriformes;Doradidae;Acanthodoras;Acanthodoras cataphractus;1;1
CAX-D01;Melga?o;PA;-2.34256;-51.79069;Forest;2015;Cichliformes;Cichlidae;Aequidens;Aequidens tetramerus;1;1
CAX-D03;Melga?o;PA;-2.20161;-51.72461;Forest;2015;Cichliformes;Cichlidae;Aequidens;Aequidens tetramerus;1;2
CAX-D06;Melga?o;PA;-2.28547;-51.80617;Forest;2015;Cichliformes;Cichlidae;Aequidens;Aequidens tetramerus;1;1
CAX-D14;Melga?o;PA;-2.65222;-52.03339;Forest;2015;Cichliformes;Cichlidae;Aequidens;Aequidens tetramerus;1;1
CAX-D15;Melga?o;PA;-2.59322;-52.04217;Forest;2015;Cichliformes;Cichlidae;Aequidens;Aequidens tetramerus;1;2
CAX-D16;Melga?o;PA;-2.22394;-51.708;Forest;2015;Cichliformes;Cichlidae;Aequidens;Aequidens tetramerus;1;1
CAX-D06;Melga?o;PA;-2.28547;-51.80617;Forest;2015;Cyprinodontiformes;Rivulidae;Anablepsoides;Anablepsoides urophthalmus;1;1
CAX-D01;Melga?o;PA;-2.34256;-51.79069;Forest;2015;Cichliformes;Cichlidae;Apistogramma;Apistogramma gr. agassizii;1;21
CAX-D03;Melga?o;PA;-2.20161;-51.72461;Forest;2015;Cichliformes;Cichlidae;Apistogramma;Apistogramma gr. agassizii;1;3
CAX-D06;Melga?o;PA;-2.28547;-51.80617;Forest;2015;Cichliformes;Cichlidae;Apistogramma;Apistogramma gr. agassizii;1;40
CAX-D08;Melga?o;PA;-2.14514;-51.79328;Forest;2015;Cichliformes;Cichlidae;Apistogramma;Apistogramma gr. agassizii;1;4
CAX-D09;Melga?o;PA;-2.20158;-51.84381;Forest;2015;Cichliformes;Cichlidae;Apistogramma;Apistogramma gr. agassizii;1;25
CAX-D10;Melga?o;PA;-2.23469;-51.89803;Forest;2015;Cichliformes;Cichlidae;Apistogramma;Apistogramma gr. agassizii;1;16
CAX-D15;Melga?o;PA;-2.59322;-52.04217;Forest;2015;Cichliformes;Cichlidae;Apistogramma;Apistogramma gr. agassizii;1;1
CAX-D16;Melga?o;PA;-2.22394;-51.708;Forest;2015;Cichliformes;Cichlidae;Apistogramma;Apistogramma gr. agassizii;1;209
CAX-D02;Melga?o;PA;-2.16736;-51.75414;Forest;2015;Cichliformes;Cichlidae;Apistogramma;Apistogramma gr. regani;1;124
CAX-D03;Melga?o;PA;-2.20161;-51.72461;Forest;2015;Cichliformes;Cichlidae;Apistogramma;Apistogramma gr. regani;1;133
CAX-D08;Melga?o;PA;-2.14514;-51.79328;Forest;2015;Cichliformes;Cichlidae;Apistogramma;Apistogramma gr. regani;1;39
CAX-D09;Melga?o;PA;-2.20158;-51.84381;Forest;2015;Cichliformes;Cichlidae;Apistogramma;Apistogramma gr. regani;1;22
CAX-D10;Melga?o;PA;-2.23469;-51.89803;Forest;2015;Cichliformes;Cichlidae;Apistogramma;Apistogramma gr. regani;1;101
CAX-D14;Melga?o;PA;-2.65222;-52.03339;Forest;2015;Cichliformes;Cichlidae;Apistogramma;Apistogramma gr. regani;1;65
CAX-D15;Melga?o;PA;-2.59322;-52.04217;Forest;2015;Cichliformes;Cichlidae;Apistogramma;Apistogramma gr. regani;1;14
CAX-D16;Melga?o;PA;-2.22394;-51.708;Forest;2015;Cichliformes;Cichlidae;Apistogramma;Apistogramma gr. regani;1;76
CAX-D01;Melga?o;PA;-2.34256;-51.79069;Forest;2015;Gymnotiformes;Hypopomidae;Brachypopomus;Brachyhypopomus brevirostris;1;2
CAX-D02;Melga?o;PA;-2.16736;-51.75414;Forest;2015;Gymnotiformes;Hypopomidae;Brachypopomus;Brachyhypopomus brevirostris;1;1
CAX-D03;Melga?o;PA;-2.20161;-51.72461;Forest;2015;Gymnotiformes;Hypopomidae;Brachypopomus;Brachyhypopomus brevirostris;1;2
CAX-D06;Melga?o;PA;-2.28547;-51.80617;Forest;2015;Gymnotiformes;Hypopomidae;Brachypopomus;Brachyhypopomus brevirostris;1;1
CAX-D09;Melga?o;PA;-2.20158;-51.84381;Forest;2015;Gymnotiformes;Hypopomidae;Brachypopomus;Brachyhypopomus brevirostris;1;1
CAX-D10;Melga?o;PA;-2.23469;-51.89803;Forest;2015;Gymnotiformes;Hypopomidae;Brachypopomus;Brachyhypopomus brevirostris;1;1
CAX-D14;Melga?o;PA;-2.65222;-52.03339;Forest;2015;Gymnotiformes;Hypopomidae;Brachypopomus;Brachyhypopomus brevirostris;1;1
CAX-D15;Melga?o;PA;-2.59322;-52.04217;Forest;2015;Gymnotiformes;Hypopomidae;Brachypopomus;Brachyhypopomus brevirostris;1;2
CAX-D16;Melga?o;PA;-2.22394;-51.708;Forest;2015;Gymnotiformes;Hypopomidae;Brachypopomus;Brachyhypopomus brevirostris;1;1
CAX-D01;Melga?o;PA;-2.34256;-51.79069;Forest;2015;Characiformes;Gasteropelecidae;Carnegiella ;Carnegiella strigata;1;170
CAX-D02;Melga?o;PA;-2.16736;-51.75414;Forest;2015;Characiformes;Gasteropelecidae;Carnegiella ;Carnegiella strigata;1;131
CAX-D03;Melga?o;PA;-2.20161;-51.72461;Forest;2015;Characiformes;Gasteropelecidae;Carnegiella ;Carnegiella strigata;1;19
CAX-D06;Melga?o;PA;-2.28547;-51.80617;Forest;2015;Characiformes;Gasteropelecidae;Carnegiella ;Carnegiella strigata;1;2
CAX-D08;Melga?o;PA;-2.14514;-51.79328;Forest;2015;Characiformes;Gasteropelecidae;Carnegiella ;Carnegiella strigata;1;147
CAX-D09;Melga?o;PA;-2.20158;-51.84381;Forest;2015;Characiformes;Gasteropelecidae;Carnegiella ;Carnegiella strigata;1;43
CAX-D10;Melga?o;PA;-2.23469;-51.89803;Forest;2015;Characiformes;Gasteropelecidae;Carnegiella ;Carnegiella strigata;1;38
CAX-D14;Melga?o;PA;-2.65222;-52.03339;Forest;2015;Characiformes;Gasteropelecidae;Carnegiella ;Carnegiella strigata;1;7
CAX-D15;Melga?o;PA;-2.59322;-52.04217;Forest;2015;Characiformes;Gasteropelecidae;Carnegiella ;Carnegiella strigata;1;25
CAX-D16;Melga?o;PA;-2.22394;-51.708;Forest;2015;Characiformes;Gasteropelecidae;Carnegiella ;Carnegiella strigata;1;13
CAX-D01;Melga?o;PA;-2.34256;-51.79069;Forest;2015;Characiformes;Lebiasinidae;Copella;Copella arnoldi;1;28
CAX-D02;Melga?o;PA;-2.16736;-51.75414;Forest;2015;Characiformes;Lebiasinidae;Copella;Copella arnoldi;1;246
CAX-D03;Melga?o;PA;-2.20161;-51.72461;Forest;2015;Characiformes;Lebiasinidae;Copella;Copella arnoldi;1;47
CAX-D06;Melga?o;PA;-2.28547;-51.80617;Forest;2015;Characiformes;Lebiasinidae;Copella;Copella arnoldi;1;27
CAX-D08;Melga?o;PA;-2.14514;-51.79328;Forest;2015;Characiformes;Lebiasinidae;Copella;Copella arnoldi;1;272
CAX-D09;Melga?o;PA;-2.20158;-51.84381;Forest;2015;Characiformes;Lebiasinidae;Copella;Copella arnoldi;1;498
CAX-D10;Melga?o;PA;-2.23469;-51.89803;Forest;2015;Characiformes;Lebiasinidae;Copella;Copella arnoldi;1;186
